,address,business_dba,business_type,city,latitude,longitude,zip_code
1052,4610  S NOLAND RD,BANK OF THE WEST,Bank,INDEPENDENCE,39.0372734069824,-94.41785430908199,64055
1053,4315  S NOLAND RD,BANK LIBERTY,Bank,INDEPENDENCE,39.0417938232422,-94.4148941040039,64055
1054,4041  S LYNN COURT DR,BANK OF AMERICA,Bank,INDEPENDENCE,39.0484466552734,-94.41650390625,64055
1055,19110  E 39TH ST S,BEST BUY STORES L.P.#36,Electronic Sales/Serv/Install,INDEPENDENCE,39.0372085571289,-94.4119720458984,64055
1056,4201  S NOLAND RD  M,BIG LOTS #5096,General Merchandise Retail,INDEPENDENCE,39.043586730956996,-94.4125289916992,64055
1057,10825  E 23RD ST S,BILL'S DRAIN CLEANING SERVICE,Sewer/Drain/Pipe Cleaning,INDEPENDENCE,39.0800170898438,-94.4495315551758,64052
1058,3300  S BLUE RIDGE CUT OFF   A,BLUE RIDGE LAUNDRY LLC,Laundromat,INDEPENDENCE,39.0630378723145,-94.4708099365234,64055
1059,9012  E US 40 HWY,BOSS MECHANICAL,Plumbing Contractor,INDEPENDENCE,39.0616874694824,-94.47437286376949,64055
1060,15504  E 37TH ST S,BROADSTRIPE LAWN,Lawn/Landscape/Tree Services,INDEPENDENCE,39.053318023681605,-94.39715576171879,64055
1061,4409  S NOLAND RD   B,BRONSON CHIROPRACTIC CLINIC P.C.,Vitamin/Nutritional/Oils-Sales,INDEPENDENCE,39.040153503418004,-94.4147491455078,64055
1062,9900  E US 40 HWY,BUDGET MOTOR INN,Hotel/Motel,INDEPENDENCE,39.0567741394043,-94.4625091552734,64055
1063,14001  E 42ND ST S,BURGER KING,Restaurant,INDEPENDENCE,39.0443878173828,-94.41480255126949,64055
1064,3501  S STERLING AVE  G,BYAM ENGINEERING DESIGN GROUP,Engineer/Surveyor/Architect,INDEPENDENCE,39.0582733154297,-94.4466934204102,64052
1065,3704  S DRUMM AVE,CALVIN'S CLASSIC PLANS,Representative-Sales/Cust Serv/Mfg,INDEPENDENCE,39.0529136657715,-94.4030075073242,64055
1066,4010  S LYNN COURT DR S,CANCER ACTION BRANCH OFFICE,Personal Health Care Services,INDEPENDENCE,39.0432777404785,-94.4330825805664,64055
1067,13900  E 35TH ST S,CARGO LARGO,Salvage General Merchandise-NO VEHICLES,INDEPENDENCE,39.058032989502,-94.4168243408203,64055
1068,13720  E US 40 HWY   M-N,"CATHERINES #5218, INC.",Clothing - Retail Sales,INDEPENDENCE,39.0373077392578,-94.4170608520508,64055
1069,4478  S NOLAND RD,CELSIUS TANNERY,Tanning Salon,INDEPENDENCE,39.040740966796896,-94.4168853759766,64055
1070,10801  E 23RD ST S,CENTRAL BANK OF THE MIDWEST,Bank,INDEPENDENCE,39.080047607421896,-94.4504623413086,64052
1071,820  W 23RD ST,CERTIFIED TRANSMISSION,Auto Transmission Repair,INDEPENDENCE,39.079925537109396,-94.4263229370117,64050
1072,12521  E US 40 HWY  D,CHARITY THRIFT MART,Used Merchandise Sales,INDEPENDENCE,39.0413246154785,-94.4327545166016,64055
1073,13700  E US 40 HWY   B,CHECK 'N GO,Loans-Short Term,INDEPENDENCE,39.0370597839355,-94.4191741943359,64055
1074,14506  E 39TH ST S,CHRIST EARLY LEARNING CENTER,Child Care Center,INDEPENDENCE,39.050529479980504,-94.40796661376949,64055
1075,12003  E US 40 HWY,CHURCH'S CHICKEN,Restaurant,INDEPENDENCE,39.042915344238295,-94.4349517822266,64055
1076,13208  E US 40 HWY  A,CHUX TRUX INC,Trucks-New Sales & Accessories,INDEPENDENCE,39.036434173584,-94.42367553710942,64055
1077,3600  S NOLAND RD   G,CINDY L HARRIS,Hair Stylist (Space Rental),INDEPENDENCE,39.055244445800795,-94.41537475585942,64055
1078,13665  E 42ND TERR S C,CITY ELECTRIC SUPPLY,Building Materials/Lumber-Retail,INDEPENDENCE,39.043510437011705,-94.41928100585942,64055
1079,4099  S QUEEN RIDGE DR,CLAY CARRIER INC,Delivery/Courier Service,INDEPENDENCE,39.0464324951172,-94.38922119140629,64055
1080,2420  S VERMONT AVE,CLUB WELLNESS INTERNATIONAL LT,Health Products/Supplements/Food,INDEPENDENCE,39.0760498046875,-94.4431381225586,64052
1081,3905  S STONEWALL AVE,COLLEEN MCCONNELL,Child Care - 4 Or Less,INDEPENDENCE,39.0488395690918,-94.39563751220699,64055
1082,13008  E 38TH ST S,COLORWEAVES BY JANIS,Crafts/Novelties Mfg & Sales,INDEPENDENCE,39.0524253845215,-94.42455291748051,64055
1083,4323  S WASHINGTON AVE,COLORVISION CORP,Auto Paint & Supply,INDEPENDENCE,39.041473388671896,-94.4203262329102,64055
1084,15608  E 44TH TERR S,COMPUTERS UNLIMITED,Computer Consulting/Training,INDEPENDENCE,39.0402374267578,-94.3962249755859,64055
1085,3501  S STERLING AVE   D,"CONNIE E ANDERSON, D.C.",Vitamin/Nutritional/Oils-Sales,INDEPENDENCE,39.0582733154297,-94.4466934204102,64052
1086,4212  S HOCKER DR  150,CONTROL PRINTING GROUP INC,Business Forms,INDEPENDENCE,39.0432243347168,-94.4103164672852,64055
1087,920  W 27TH ST,COOL BREEZE,Entertainers/Supplies,INDEPENDENCE,39.0719223022461,-94.4262313842773,64052
1088,10735  E US 40 HWY,COOL CREST,Amusement Center,INDEPENDENCE,39.051719665527294,-94.4534759521484,64055
1089,3517  S ADAMS AVE,"CORPORATE & PRIVATE SCREENING, LLC",Employment/Personnel Service,INDEPENDENCE,39.0555267333984,-94.4001998901367,64055
1090,4110  S LEES SUMMIT RD,CRACKER BARREL,Restaurant,INDEPENDENCE,39.0437660217285,-94.3885955810547,64055
1091,3500  S CLAREMONT AVE,CRAIG BROUGHER,Piano Tuning/Repair,INDEPENDENCE,39.058265686035206,-94.4460830688477,64052
1092,4525  S UNION AVE,CREATIVE HAIR CARE,Hair/Nail Salon (Business Owner),INDEPENDENCE,39.0380439758301,-94.42684936523442,64055
1093,3708  S MCCOY ST,CROOKHAM CONSTRUCTION,General Contractor,INDEPENDENCE,39.0538215637207,-94.425048828125,64055
1094,12939  E US 40 HWY,CROWN WASH,Car Wash,INDEPENDENCE,39.0378074645996,-94.42847442626949,64055
1095,12760  E US 40 HWY,"CUSTOM ENGINEERING, INC.",Engineer/Surveyor/Architect,INDEPENDENCE,39.053539276123,-94.4582901000977,64055
1096,11315  E US 40 HWY   D,CUSTOM SLEEP CENTER,Bed/Waterbed Sales,INDEPENDENCE,39.0479698181152,-94.4456100463867,64055
1097,102  W 31ST ST,CABLE DAHMER BUICK GMC CADILLA,Auto Repair/Body Work,INDEPENDENCE,39.0648765563965,-94.4155502319336,64055
1098,2310  S HAWTHORNE AVE,CAMPCO,Residential Remodel &/Or Repair,INDEPENDENCE,39.080509185791,-94.4611053466797,64052
1099,13714  E 42ND TERR S,"CONTINENTAL SIDING SUPPLY, INC.",Residential Remodel &/Or Repair,INDEPENDENCE,39.0449333190918,-94.41836547851558,64055
1100,14624  E 36TH TERR S,CPR HOME CO.,Residential Rehab/Resale,INDEPENDENCE,39.0544281005859,-94.4062271118164,64055
1101,10516  E 35TH TERR S,CUSTOM EXPRESS RENOVATIONS,Electrical Contractor,INDEPENDENCE,39.0577545166016,-94.4546661376953,64052
1102,3825  S NOLAND RD,CVS/PHARMACY #8430,Drug Store/Pharmacy,INDEPENDENCE,39.0505523681641,-94.41455841064449,64055
1103,10229  E US 40 HWY,D & D AUTO SALES,Auto/Truck Sales/Used,INDEPENDENCE,39.053653717041,-94.4578323364258,64055
1104,3333  S GATEWAY DR,"D G GIBBS ENTERPRISES, LLC",Sporting Goods Repair/Assembly,INDEPENDENCE,39.055259704589794,-94.4255218505859,64055
1105,1217  W 36TH ST,D LOVE MOBILE SIGNINGS,Notary Servs-Mobile or Commerical Locatn,INDEPENDENCE,39.055721282959,-94.4320831298828,64055
1106,3332  S EVANSTON AVE,DALE DELAMETER PLUMBING,Plumbing Contractor,INDEPENDENCE,39.062263488769496,-94.46570587158199,64052
1107,1215  W 26TH ST,DAVID TODDS MASSAGE,Therapy/Massage w/P Commission Apprvl,INDEPENDENCE,39.0726776123047,-94.4312515258789,64052
1108,11712  E MARKHAM RD,DEAL ENGINEERING & MACHINERY,Tools Marketing/Sales,INDEPENDENCE,39.0613555908203,-94.4381561279297,64052
1109,15410  E 36TH ST S,DEBBIE'S CREATIONS,Alterations/Sewing/Custom Made Items,INDEPENDENCE,39.054817199706996,-94.3976898193359,64055
1110,3939  S NOLAND RD,DENNY'S #8524,Restaurant,INDEPENDENCE,39.04884719848629,-94.4145278930664,64055
1111,15206  E 43RD PL,DESIGNS EXTRAORDINAIRE,Gift Baskets/Balloon Gifts,INDEPENDENCE,39.043006896972706,-94.40099334716801,64055
1112,15206  E 43RD PL,DESIGNS EXTRAORDINAIRE,Gift Baskets/Balloon Gifts,INDEPENDENCE,39.043006896972706,-94.40099334716801,64055
1113,9105  E US 40 HWY,DIXON'S CHILI PARLOR #3,Restaurant,INDEPENDENCE,39.0592613220215,-94.4717636108398,64055
1114,1107  W 27TH ST S,DOC'S MERCANTILE LTD,Crafts/Novelties Mfg & Sales,INDEPENDENCE,39.071117401123,-94.4277114868164,64052
1115,11511  E 23RD ST S,DON'S BARBER SHOP,Barber Shop,INDEPENDENCE,39.079948425293004,-94.4400787353516,64052
1116,13011  E US 40 HWY,DR HAIR & TAN LLC,Hair/Nail Salon (Business Owner),INDEPENDENCE,39.036228179931605,-94.4261093139648,64055
1117,3300  S BLUE RIDGE CUT OFF   B/C,"DYNAMIC SPECIALITIES, INC.",Residential Construction,INDEPENDENCE,39.0630378723145,-94.4708099365234,64055
1118,3609  S NORWOOD AVE,DAT TRUCKING LLC,Trucking Co-In Home Office Only,INDEPENDENCE,39.0565185546875,-94.4421234130859,64052
1119,10730  E US 40 HWY,DUB EMPIRE,Tire Sales &/Or Service,INDEPENDENCE,39.0523262023926,-94.4525527954102,64055
1120,3805  S PHELPS RD,E & G ROOFING,Roofing And/Or Guttering,INDEPENDENCE,39.0764274597168,-94.4223785400391,64055
1121,15205  E 37TH TERR S,"EMERSON GROUP, LLC",Residential Rehab/Resale,INDEPENDENCE,39.0521011352539,-94.4005661010742,64055
1122,2413  S ARLINGTON AVE,"ENNIS CONTRACTING, LLC",Residential Remodel &/Or Repair,INDEPENDENCE,39.0787963867188,-94.46471405029301,64052
1123,11911  E US 40 HWY,ENTERPRISE RENT-A-CAR,Auto/Truck Leasing,INDEPENDENCE,39.0443534851074,-94.4371490478516,64055
1124,3445  S NOLAND RD,ENTERPRISE RENT-A-CAR,Auto/Truck Leasing,INDEPENDENCE,39.057655334472706,-94.4144439697266,64055
1125,3621  S NOLAND CT,ERGO MIDWEST INC.,Medical Equip/Supply-Rntl/Sales,INDEPENDENCE,39.054615020752,-94.41644287109379,64055
1126,14209  E COVINGTON RD,ERROL HAYNES,Collectibles/Coins/Stamps/Etc,INDEPENDENCE,39.0388526916504,-94.4126358032227,64055
1127,14400  E 42ND ST S 240,ETHICAL & INDEPENDENT REVIEW SERV,Office-Billing/Admin/Constr/Recruiting,INDEPENDENCE,39.044994354248,-94.41012573242192,64055
1128,14400  E 42ND ST S 240,"ETHICAL REVIEW COMMITTEE, INC.",Office-Billing/Admin/Constr/Recruiting,INDEPENDENCE,39.044994354248,-94.41012573242192,64055
1129,11417  E 23RD ST S,EXCLUSIVE CUTS 101,Barber Shop,INDEPENDENCE,39.0797843933105,-94.44115447998051,64052
1130,3801  S NOLAND RD  E,EYE CARE OPTICAL,Optical Goods,INDEPENDENCE,39.051307678222706,-94.41452026367192,64055
1131,3508  S KINGS HIGHWAY,ELECTRONIC SENTRY & ALARM SYST,Fire/Burglar Alarm Install/Sales,INDEPENDENCE,39.055992126464794,-94.3987655639648,64055
1132,3508  S KINGS HIGHWAY,ELECTRONIC SENTRY & ALARM SYST,Fire/Burglar Alarm Install/Sales,INDEPENDENCE,39.055992126464794,-94.3987655639648,64055
1133,13811  E US 40 HWY   A,EXPRESS AUTO SERVICE & TIRE INC,Auto Repair-Light,INDEPENDENCE,39.0352668762207,-94.4181594848633,64055
1134,12800  E US 40 HWY   B,EZ PHONE N PC REPAIRS LLC	,REPAIR/REFURNISH OF MISC EQUIP/FURNTR,INDEPENDENCE,39.0394287109375,-94.4290084838867,64055
1135,9120  E 35TH ST S,FAMILY DOLLAR STORE #8806,General Merchandise Retail,INDEPENDENCE,39.0599594116211,-94.47058868408199,64052
1136,12521  E US 40 HWY  B,"FAMILY DOLLAR STORES OF MO, #5226",General Merchandise Retail,INDEPENDENCE,39.0413246154785,-94.4327545166016,64055
1137,13961  E 35TH ST S,FAST STOP #6,Convenience Store W/Gas Sales,INDEPENDENCE,39.056247711181605,-94.4139938354492,64055
1138,3721  S NOLAND RD,FEDEX KINKO'S #0588,Printing/Photocopy/Scanning Service,INDEPENDENCE,39.051963806152294,-94.4145050048828,64055
1139,13907  E 35TH ST S,"FERGUSON ENTERPRISES, INC.",Wholesale Plumbing/Heating Supplies,INDEPENDENCE,39.0567970275879,-94.41671752929692,64055
1140,4340  S DOVER AVE,FIRST PLACE REAL ESTATE CORP,Consulting Service,INDEPENDENCE,39.0392951965332,-94.40499877929692,64055
1141,14480  E 42ND ST S,FIRSTCALL STAFFING SOLUTIONS,Home Health Service,INDEPENDENCE,39.0451164245605,-94.4087142944336,64055
1142,10812  E 39TH ST S,FISHER AUTO & RV SALES,RV Sls/Rntls/Svc-Used Auto Sls,INDEPENDENCE,39.0517234802246,-94.4512481689453,64052
1143,2305  S CLAREMONT AVE,FIVE STAR AUTO SERVICE,Auto Repair/Body Work,INDEPENDENCE,39.0796546936035,-94.4440460205078,64052
1144,14300  E US 40 HWY,FLEAMART,Antique/Collectible Sales,INDEPENDENCE,39.0372085571289,-94.4119720458984,64055
1145,12500  E US 40 HWY  K,FOOT CONNECTIONS,Reflexology,INDEPENDENCE,39.0420417785645,-94.4315719604492,64055
1146,3424  S SCOTT AVE,"FREIGHT LOADED, LLC",Trucking Co-In Home Office Only,INDEPENDENCE,39.059661865234396,-94.44091796875,64052
1147,2320  S CRYSLER AVE,FRISBIEFILTER,Filter Repair/Sales/Assembly,INDEPENDENCE,39.0786018371582,-94.4331893920898,64050
1148,2320  S CRYSLER AVE,FRISBIEFILTER,Filter Repair/Sales/Assembly,INDEPENDENCE,39.0786018371582,-94.4331893920898,64050
1149,2320  S CRYSLER AVE,FRISBIEFILTER,Filter Repair/Sales/Assembly,INDEPENDENCE,39.0786018371582,-94.4331893920898,64050
1150,2320  S CRYSLER AVE,FRISBIEFILTER,Filter Repair/Sales/Assembly,INDEPENDENCE,39.0786018371582,-94.4331893920898,64050
1151,3801  S NOLAND RD  G,FASTSIGNS,Sign/Lighting Fabrctn/Install,INDEPENDENCE,39.051307678222706,-94.41452026367192,64055
1152,13907  E US 40 HWY,FYE #1507,Music/Record/Cd Store-Retail Sls,INDEPENDENCE,39.035186767578104,-94.4165573120117,64055
1153,12115  E MARKHAM RD,G L LIGHTFOOT-ORIGINAL ARTWORK/PRNT,Art/Painting Sales,INDEPENDENCE,39.059196472168004,-94.4362640380859,64052
1154,10440  E US 40 HWY,GATES & SON'S BAR-B-Q,Restaurant,INDEPENDENCE,39.0536346435547,-94.4548873901367,64055
1155,10537  E US 40 HWY,"GEARS UNLIMITED, LLC",Auto Parts-Retail Sales,INDEPENDENCE,39.0521278381348,-94.4544219970703,64055
1156,10537  E US 40 HWY,"GEARS UNLIMITED, LLC",Auto Parts-Retail Sales,INDEPENDENCE,39.0521278381348,-94.4544219970703,64055
1157,4201  S NOLAND RD  1,GENERAL NUTRITION CORPORATION,Vitamin/Nutritional/Oils-Sales,INDEPENDENCE,39.043586730956996,-94.4125289916992,64055
1158,129  W 23RD ST,"GLENNCO, INC.",Real Estate Agents & Managers,INDEPENDENCE,39.07883834838871,-94.4164581298828,64055
1159,4201  S NOLAND RD  B,GREAT CLIPS,Hair/Nail Salon (Business Owner),INDEPENDENCE,39.043586730956996,-94.4125289916992,64055
1160,15801  E 45TH PL,GUITARSLIDERULE.NET,Mail Order/Catalog Sls/Pre Ordered Items,INDEPENDENCE,39.0387535095215,-94.3946075439453,64055
1161,4201  S NOLAND RD  V,GAMESTOP #673,Electronic Sales/Serv/Install,INDEPENDENCE,39.044994354248,-94.41012573242192,64055
1162,3613  S NOLAND RD,H & R BLOCK #12,Tax Preparation Service,INDEPENDENCE,39.05491256713871,-94.4142913818359,64055
1163,12500  E US 40 HWY  A,H & R BLOCK INC #4,Tax Preparation Service,INDEPENDENCE,39.0420417785645,-94.4315719604492,64055
1164,3501  S STERLING AVE  I,HAIR FANTASTIC,Hair/Nail Salon (Business Owner),INDEPENDENCE,39.0582733154297,-94.4466934204102,64052
1165,4368  S NOLAND RD,HARBOR FREIGHT TOOLS #76,Tools Marketing/Sales,INDEPENDENCE,39.040740966796896,-94.4168853759766,64055
1166,13005  E DELAWARE DR,HEADZ UP,Band/Musical Entertainers,INDEPENDENCE,39.055259704589794,-94.4255218505859,64055
1167,4201  S HOCKER DR   3,HEALTHBACK HOME HEALTH,Home Health Service,INDEPENDENCE,39.0439910888672,-94.4102401733398,64055
1168,10122  E LINWOOD CT,"HEARTLAND RESIDENTIAL CARE, INC",Residential Care Services,INDEPENDENCE,39.06541061401371,-94.45831298828129,64052
1169,10608  E 26TH ST S,"HEARTLAND RESIDENTIAL CARE, INC",Residential Care Services,INDEPENDENCE,39.075370788574205,-94.45269775390629,64052
1170,2821  S APPLETON AVE,"HEARTLAND RESIDENTIAL CARE, INC",Nursing Home/Assisted Living,INDEPENDENCE,39.0691337585449,-94.4488754272461,64052
1171,3510  S PHELPS RD,HEAVEN & EARTH THERAPEUTIC MASSAGE,Therapy-Mobile Services,INDEPENDENCE,39.0563087463379,-94.4057998657227,64055
1172,4304  S WASHINGTON AVE,"HEBCO, INC.",Representative-Sales/Cust Serv/Mfg,INDEPENDENCE,39.042243957519496,-94.42139434814449,64055
1173,10227  E US 40 HWY  B,HEIDI'S,Beauty/Skin Services &/or Retail,INDEPENDENCE,39.053783416748,-94.4580459594727,64055
1174,1200  W 30TH ST,HELEN'S CRAFTY ART,Crafts/Novelties Mfg & Sales,INDEPENDENCE,39.067962646484396,-94.4305267333984,64055
1175,3801  S NOLAND RD  A,HERTZ RENT A CAR,Auto/Truck Leasing,INDEPENDENCE,39.051307678222706,-94.41452026367192,64055
1176,3424  S BLUE RIDGE CUT OFF,HI BOY DRIVE IN #1,Restaurant,INDEPENDENCE,39.060981750488295,-94.47216033935551,64055
1177,10325  E 36TH ST S,HIGHLAND PROPERTY MANAGEMENT LLC,Property Management Services,INDEPENDENCE,39.056976318359396,-94.4572067260742,64052
1178,13900  E US 40 HWY  C,HOLLYWOOD NAILS,Nail Technician (Space Rental),INDEPENDENCE,39.036048889160206,-94.41698455810551,64055
1179,1507  W 23RD ST,HOME REMODEL REPAIR LLC,Residential Remodel &/Or Repair,INDEPENDENCE,39.0794906616211,-94.4355926513672,64050
1180,3825  S GRAND AVE,"HUB REALTY, LLC",Real Estate Agents & Managers,INDEPENDENCE,39.0511703491211,-94.42977905273442,64055
1181,4545  S NOLAND RD,HY-VEE/HY-VEE WINE & SPIRITS,Grocery Store,INDEPENDENCE,39.0371131896973,-94.41415405273442,64055
1182,15816  E 45TH PL,INDECOM,Drafting Service,INDEPENDENCE,39.0390739440918,-94.3934555053711,64055
1183,15816  E 45TH PL,INDECOM,Drafting Service,INDEPENDENCE,39.0390739440918,-94.3934555053711,64055
1184,10205  E 23RD ST S,INDEPENDENCE KAWASAKI INC.,Motorcycle-New & Used Sales/Parts/Repair,INDEPENDENCE,39.0804901123047,-94.4564590454102,64052
1185,11305  E US 40 HWY,INDEPENDENCE LIQUOR,Liquor Sales/Original Package,INDEPENDENCE,39.0482940673828,-94.4464111328125,64055
1186,11305  E US 40 HWY,INDEPENDENCE LIQUOR,Liquor Sales/Original Package,INDEPENDENCE,39.0482940673828,-94.4464111328125,64055
1187,16657  E 23RD ST S 283,INFORMATION COMMUNICATIONS INC,Computer Equipment-Used,INDEPENDENCE,39.0506134033203,-94.4486923217773,64055
1188,14405  E 42ND ST S 100,"JACKMASTER LIFT PARTS, INC.",Representative-Sales/Cust Serv/Mfg,INDEPENDENCE,39.0439910888672,-94.4102401733398,64055
1189,3519  S NOLAND RD,JACKSON HEWITT TAX SERVICE,Tax Preparation Service,INDEPENDENCE,39.056247711181605,-94.4139938354492,64055
1190,4420  S NOLAND RD   HSMT,JACKSON PLANT ASSOCIATES INC,Title Services,INDEPENDENCE,39.04052734375,-94.41842651367192,64055
1191,4211  S HOCKER DR,"JAKAY SIGNALING, INC.",Engineer/Surveyor/Architect,INDEPENDENCE,39.043529510498,-94.40988159179692,64055
1192,13800  E 42ND TERR S,JOE'S CARPET,Carpet/Floor Coverings-Sales,INDEPENDENCE,39.0448875427246,-94.4175872802734,64055
1193,3700  S DELAWARE AVE,JOHN W LUFF CHILD/FAM LEARNG CNTR,Child Care Center,INDEPENDENCE,39.053436279296896,-94.4265823364258,64055
1194,4317  S RIVER BLVD  #D,JOHN'S ROYAL ORTHODONTIC LAB,Laboratory Medical/Dental/Optical,INDEPENDENCE,39.041477203369105,-94.4290084838867,0
1195,4345  S AVON DR,JCK MANAGEMENT LLC,Consulting Service,INDEPENDENCE,39.0392189025879,-94.4033355712891,64055
1196,15200  E 43RD ST S,"JNI SOFTWARE, INC.",Computer Programming/Consulting,INDEPENDENCE,39.0439414978027,-94.40135955810551,64055
1197,4201  S BLUE RIDGE BLVD,K & M LIQUOR & TOBACCO,Convenience Store W/Gas Sales,INDEPENDENCE,39.0449256896973,-94.4385604858398,64055
1198,9811  E US 40 HWY,"K C LIQUORS, LLC",Liquor Sales/Original Package,INDEPENDENCE,39.055633544921896,-94.4629364013672,64055
1199,1600  S NOLAND RD  122,"K C QUALITY PRODUCTS, INC.",Representative-Sales/Cust Serv/Mfg,INDEPENDENCE,39.055305480956996,-94.4166946411133,64055
1200,10006  E US 40 HWY,K C TRANS PARTS,Auto Supplies/Parts-Whsl/Retail,INDEPENDENCE,39.0557746887207,-94.4605178833008,64055
1201,9302  E US 40 HWY,KANSAS CITY ARTIFICIAL LIMBS,Medical Equipment/Prosthesis,INDEPENDENCE,39.0592079162598,-94.46932983398442,64055
1202,13705  E 42ND TERR S,KEY REFRIGERATION SUPPLY OF KC,Air Cond/Heat Equip/Suppl Whsl,INDEPENDENCE,39.043464660644496,-94.4181289672852,64055
1203,13001  E US 40 HWY,KING LOUIE STRIKE 'N SPARE #36,Bowling Center,INDEPENDENCE,39.0366706848145,-94.4275283813477,64055
1204,11713  E 23RD ST S,KITTY KAT KLUB,Bar/Lounge,INDEPENDENCE,39.07969284057621,-94.4378509521484,64050
1205,2437  S HARDY AVE,KORTE EARLY EDUCATION,Child Care Center,INDEPENDENCE,39.077175140380895,-94.4541244506836,64052
1206,4210  S NOLAND RD,KFC/TACO BELL,Restaurant,INDEPENDENCE,39.0436515808105,-94.41567993164058,64055
1207,10215  E US 40 HWY  C,LARRISON CONSTRUCTION INC,Commercial Constr/Tenant Finish,INDEPENDENCE,39.0539321899414,-94.45850372314449,64055
1208,12008  E US 40 HWY,LENDNATION,Loans-Short Term,INDEPENDENCE,39.044464111328104,-94.4355316162109,64055
1209,4201  S HOCKER DR  3 200,LIFE EXAMS OF KANSAS CITY INC,Health Care Services,INDEPENDENCE,39.0439910888672,-94.4102401733398,64055
1210,12200  E 31ST ST S,LIONHEART ENTERPRISES,Medical Transportation,INDEPENDENCE,39.065589904785206,-94.43468475341801,64052
1211,13101  E US 40 HWY,LOAN N GO #12,Loans-Short Term,INDEPENDENCE,39.0353851318359,-94.4234848022461,64055
1212,11211  E US 40 HWY,LONG JOHN SILVERS/A & W,Restaurant,INDEPENDENCE,39.0485992431641,-94.4469451904297,64055
1213,3501  S NOLAND RD  B,LIBERTY TAX SERVICE,Tax Preparation Service,INDEPENDENCE,39.0569953918457,-94.4143447875977,64055
1214,3501  S STERLING AVE   I,LINDA'S CORNER,Hair Stylist (Space Rental),INDEPENDENCE,39.0582733154297,-94.4466934204102,64052
1215,4230  S WASHINGTON AVE,M & H GAS INC.,Gas - Liquified Bottled,INDEPENDENCE,39.04286575317379,-94.4205474853516,64055
1216,3717  S EMERY ST,"MAKE IT HAPPEN ONLINE, INC.",Internet Sales/Purchasing/Leasing,INDEPENDENCE,39.0518379211426,-94.4094924926758,64055
1217,4400  S NOLAND RD,MAMA GARDEN,Restaurant,INDEPENDENCE,39.040245056152294,-94.4162139892578,64055
1218,1643  W 23RD ST,MANDARIN HOUSE RESTAURANT,Restaurant,INDEPENDENCE,39.07973098754879,-94.4368896484375,64050
1219,9301  E US 40 HWY,MARK'S PRE-OWNED,Auto/Truck Sales/Used,INDEPENDENCE,39.058891296386705,-94.4705810546875,64055
