PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,FISCAL_YEAR,OBJECTID
PO556726-V2,DEPARTMENT OF GENERAL SERVICES,"6159546:WASTEBASKETS, PLASTIC",21077.06,2017-02-11T00:00:00.000Z,MDM Office Systems DBA Standard Office Supply,2017,368536
PO550360-V3,CHILD AND FAMILY SERVICES,9289325:VEHICLE CLEANING SERVICES,21890,2017-05-16T00:00:00.000Z,Sparkleen Mobile Detailing,2017,368537
PO563579,COUNCIL OF THE DISTRICT OF COLUMBIA,"6153301:ACCESSORIES, DESK",198,2017-06-01T00:00:00.000Z,LASER ART INC,2017,368538
PO557841,METROPOLITAN POLICE DEPARTMENT,"9204531:MAINTENANCE AND SUPPORT, SOFTWARE, MAINFRAME",13566,2017-01-18T00:00:00.000Z,Stockbridge Consulting LLC,2017,368539
PO551600,DEPARTMENT OF HEALTH,"9487452:MEDICAL TESTING SERVICES, SPECIALIZED",2000,2017-04-18T00:00:00.000Z,PROVIDENCE HEALTH FOUNDATION,2017,368540
PO551180-V2,DEPARTMENT OF HEALTH,"9487452:MEDICAL TESTING SERVICES, SPECIALIZED",60000,2017-04-27T00:00:00.000Z,President & Directors of Georgetown College for Georgetown University,2017,368541
PO562813,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,98838,2017-05-12T00:00:00.000Z,"TANDEM CONGLOMERATE, LLC",2017,368542
PO557921,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"6158811:DISPENSERS, TAPE",179.8,2017-01-23T00:00:00.000Z,METROPOLITAN OFFICE PRODUCTS,2017,368543
PO559560-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CATERING SERVICES,21,2017-04-04T00:00:00.000Z,GREAT AMERICAN CORP,2017,368544
PO562171,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CATERING SERVICES,247.5,2017-04-28T00:00:00.000Z,GREAT AMERICAN CORP,2017,368545
PO559093,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"Natural Science Equipment and Supplies, Laboratory",132.5,2017-02-16T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,368546
PO561130,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"TRAVEL, LOCAL AND NON-LOCAL (SCHEDULED AND UNSCHEDULED)",825,2017-04-04T00:00:00.000Z,"Keller Transportation, Inc",2017,368547
PO563560,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"9628700:Travel, Local (Provided by Third Party)",0,2017-05-31T00:00:00.000Z,SIX FLAGS AMERICA LP,2017,368548
PO558389,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,RENTAL OF PARKING SPACES,158194.86,2017-02-01T00:00:00.000Z,Imperial Parking LLC,2017,368549
PO561280,OFFICE OF HUMAN RIGHTS,"ADMINISTRATIVE SUPPORT, CONSULTING SERVICES",16320,2017-04-07T00:00:00.000Z,Katerina Calvo,2017,368550
PO553870-V3,DEPARTMENT OF FORENSICS SCIENCES,"DELIVERY SERVICES, GROUND, SMALL PARCEL",5999.03,2017-02-14T00:00:00.000Z,Excel Courier,2017,368551
PO558370,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL/TRAINING,5600,2017-01-31T00:00:00.000Z,Red Sprinkle,2017,368552
PO554857-V2,DEPARTMENT OF BEHAVIORAL HEALTH,9520600:Alcohol and Drug Prevention,100000,2017-01-10T00:00:00.000Z,Prevent Underage Drinkin,2017,368553
PO563820,DEPARTMENT OF GENERAL SERVICES,9582600:Construction Management Services,287261,2017-06-06T00:00:00.000Z,"ADRIAN L. MERTON, INC.",2017,368554
PO557877,OFFICE OF CHIEF FINANCIAL OFFICER,"9204520:MAINTENANCE AND LICENSE AGREEMENT SERVICES, MICROCOMPUTER SOFTWARE",45000,2017-01-19T00:00:00.000Z,VISION APPRAISAL TECH INC,2017,368555
PO558992-V2,OFFICE OF THE ATTORNEY GENERAL,9612458:PROFESSIONAL COURT REPORTER SERVICES,552.5,2017-03-24T00:00:00.000Z,NEAL R GROSS & CO INC,2017,368556
PO562952,DC PUBLIC LIBRARY,"9981800:Books, All Types (Library, School, etc.)",8000,2017-05-17T00:00:00.000Z,"RECORDED BOOKS, INC",2017,368557
PO557244,DEPARTMENT OF TRANSPORTATION,"9184210:CONSULTING SERVICES, CIVIL ENGINEER",260468,2017-01-04T00:00:00.000Z,HNTB DISTRICT OF COLUMBIA PC,2017,368558
PO562864,DEPARTMENT OF PARKS AND RECREATION,"8055135:GAMES, PLAYGROUND",754.74,2017-05-15T00:00:00.000Z,THE HAMILTON GROUP,2017,368559
PO559330,DEPARTMENT OF HEALTH,9487451:MEDICAL REVIEW SERVICES,1300,2017-02-23T00:00:00.000Z,"Artis Strategic Consulting, LLC",2017,368560
PO558758,OFFICE OF CHIEF TECHNOLOGY OFFICER,"2046459:RACKS, COMPUTER EQUIPMENT",2189.88,2017-02-09T00:00:00.000Z,"Networking For Future, Inc.",2017,368561
PO562880,OFFICE OF CHIEF TECHNOLOGY OFFICER,"Computers, Microcomputer, Handheld, Laptop and Notebook, Rental or Lease",2622,2017-05-15T00:00:00.000Z,APPLE COMPUTER INC,2017,368562
PO558660,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"5052538:BLEACH, LIQUID",179.8,2017-02-07T00:00:00.000Z,General Merchandise Supplies,2017,368563
PO561776,HOMELAND SECURITY GRANTS,TELECOMMUNICATIONS CONSULTING,7920,2017-04-20T00:00:00.000Z,ASSOC PUBLIC SAFETY COMMUNICAT,2017,368564
PO552682-V2,DEPARTMENT OF GENERAL SERVICES,"9092400:Building Construction, Commercial and Institutional",246586.41,2017-02-24T00:00:00.000Z,"General Services, Inc.",2017,368565
PO562047,DEPARTMENT OF GENERAL SERVICES,"9204584:TECHNICAL SUPPORT, ONLINE ELECTRONIC",9994.53,2017-04-26T00:00:00.000Z,Blue Raster LLC,2017,368566
PO557659,DEPARTMENT OF GENERAL SERVICES,"9100300:Building Cleaning, Exterior",324130.82,2017-01-12T00:00:00.000Z,WKM Solutions LLC,2017,368567
PO555709-V3,DEPARTMENT OF EMPLOYMENT SERVICES,"9241636:DEVELOPMENT, COURSE, FOR ENVIRONMENTAL TRAINING",33423.58,2017-03-15T00:00:00.000Z,ASSOC FOR RENEWAL IN EDUCATION,2017,368568
PO559070,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,1200,2017-02-16T00:00:00.000Z,Opportunities Industrial Center,2017,368569
PO558187,OFFICE OF THE ATTORNEY GENERAL,9612458:PROFESSIONAL COURT REPORTER SERVICES,11.7,2017-01-27T00:00:00.000Z,SUPERIOR COURT OF DC,2017,368570
PO551475-V2,OFFICE OF THE ATTORNEY GENERAL,9181400:Appraisals Consulting,1160,2017-03-14T00:00:00.000Z,ARIOLI GROUP LLC,2017,368571
PO550404-V2,DEPARTMENT OF PUBLIC WORKS,"0550424:BELTS, AIR CONDITIONER - BRAND LISTED OR EQUAL",38000,2017-05-17T00:00:00.000Z,"CRISWELL CHEVEROLET, INC.",2017,368572
PO563200,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"Classroom and Educational Furnishings and Equipment, Manufacturing Services",71.38,2017-05-23T00:00:00.000Z,LASER ART INC,2017,368573
PO550711-V3,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,9772538:FOOD SERVICE EQUIPMENT RENTAL,64971,2017-05-25T00:00:00.000Z,"TOTAL KITCHEN CARE, LLC",2017,368574
PO562547-V2,DEPARTMENT OF HEALTH,"2879623:CABLE, DATA COMMUNICATION, ELECTRONIC",0,2017-05-24T00:00:00.000Z,AMERICAN PHARMACEUTICAL ASSOC.,2017,368575
PO560332,DEPARTMENT OF EMPLOYMENT SERVICES,"SUBSCRIPTION SERVICE, MICROCOMPUTER SOFTWARE",8500,2017-03-17T00:00:00.000Z,SOFTWARE INFORMATION RESOURCE,2017,368576
PO562802,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,15000,2017-05-12T00:00:00.000Z,On-Ramps to Careers_1,2017,368577
PO552951-V2,DEPARTMENT OF BEHAVIORAL HEALTH,"9486452:NURSE STAFFING, SUPPLEMENTAL",3574.08,2017-04-26T00:00:00.000Z,J & E ASSOCIATES,2017,368578
PO563788,DEPARTMENT OF BEHAVIORAL HEALTH,"Professional Services, Subcontractor and Contractor >25000",600,2017-06-05T00:00:00.000Z,Michael K. Potts,2017,368579
PO559149,OFFICE OF THE ATTORNEY GENERAL,9612458:PROFESSIONAL COURT REPORTER SERVICES,4.5,2017-02-21T00:00:00.000Z,SUPERIOR COURT OF DC,2017,368580
PO556930-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,0,2017-02-15T00:00:00.000Z,"AVID SYSTEMS, LLC",2017,368581
PO560994,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,27857.04,2017-03-31T00:00:00.000Z,CORESITE L.P.,2017,368582
PO557273-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,888181.62,2017-03-27T00:00:00.000Z,SAIC_1,2017,368583
PO561133,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"4852613:CLEANERS, TOILET BOWL, LIQUID",500.1,2017-04-04T00:00:00.000Z,General Merchandise Supplies,2017,368584
PO558148,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,Computer Hardware Manufacturing Services,1899,2017-01-26T00:00:00.000Z,APPLE COMPUTER INC,2017,368585
PO557920,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,0207800:Recycled Agricultural Equipment Accessories and Supplies,327.46,2017-01-23T00:00:00.000Z,General Merchandise Supplies,2017,368586
PO562963,OFFICE OF PEOPLE'S COUNSEL,"9615040:LEGAL SERVICES INCLUDING RESEARCH TIME, TRAVEL TIME, TESTIFYING TIME, MEALS, ETC.",20000,2017-05-17T00:00:00.000Z,Spiegel and McDiarmid LLP,2017,368587
PO563743,DEPARTMENT OF PARKS AND RECREATION,9980800:Arts and Crafts,892.8,2017-06-05T00:00:00.000Z,"STAR OFFICE PRODUCTS, INC",2017,368588
PO560381,DEPARTMENT OF PARKS AND RECREATION,9984400:Food,47.88,2017-03-20T00:00:00.000Z,AdBox Promo Agency,2017,368589
PO559123,DEPARTMENT OF PARKS AND RECREATION,"6153378:TRAYS, POST-IT NOTES, DESKTOP, PLASTIC",1335,2017-02-17T00:00:00.000Z,"STAR OFFICE PRODUCTS, INC",2017,368590
PO551748-V4,DEPARTMENT OF HEALTH,"Professional Services, Subcontractor and Contractor >25000",43248,2017-05-02T00:00:00.000Z,MOTIR SERVICES INC,2017,368591
PO564001,DEPARTMENT OF EMPLOYMENT SERVICES,9525900:Human Services (Not Otherwise Classified),4995,2017-06-09T00:00:00.000Z,"ASM EDUCATIONAL CENTER, INC",2017,368592
PO561781,DEPARTMENT OF EMPLOYMENT SERVICES,9525900:Human Services (Not Otherwise Classified),4000,2017-04-20T00:00:00.000Z,CAREER TECHNICAL INSTITUTE INC,2017,368593
PO559222,DEPARTMENT OF EMPLOYMENT SERVICES,"LABOR, MISCELLANEOUS",24994.2,2017-02-22T00:00:00.000Z,The Coles Group LLC,2017,368594
PO557496-V3,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,19593.75,2017-03-22T00:00:00.000Z,Nai Xander,2017,368595
PO549951-V2,DEPARTMENT OF BEHAVIORAL HEALTH,JANITORIAL SERVICES,28262.08,2017-03-24T00:00:00.000Z,Clean Team Janitorial Service,2017,368596
PO550298-V2,DEPARTMENT OF BEHAVIORAL HEALTH,"9626941:PERSONNEL SERVICES, TEMPORARY",29730.24,2017-01-23T00:00:00.000Z,DIGI DOCS INC DOCUMENT MGERS,2017,368597
PO557427-V4,OFFICE ON AGING,ELDERLY ASSISTANCE SERVICES,3415000,2017-03-23T00:00:00.000Z,HOME CARE PARTNERS,2017,368598
PO552977-V2,OFFICE OF MUNICIPAL PLANNING,URBAN PLANNING CONSULTING,100165,2017-03-31T00:00:00.000Z,HR&A Advisors Inc.,2017,368599
PO560726,OFFICE OF CHIEF TECHNOLOGY OFFICER,"2046459:RACKS, COMPUTER EQUIPMENT",118.91,2017-03-27T00:00:00.000Z,GRAYBAR ELECTRIC CO INC,2017,368600
PO556974-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,106193.04,2017-02-28T00:00:00.000Z,"AVID SYSTEMS, LLC",2017,368601
PO552590-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,34578.96,2017-02-28T00:00:00.000Z,"AVID SYSTEMS, LLC",2017,368602
PO557478,OFFICE OF CHIEF TECHNOLOGY OFFICER,"9204520:MAINTENANCE AND LICENSE AGREEMENT SERVICES, MICROCOMPUTER SOFTWARE",105000,2017-01-10T00:00:00.000Z,SOFTWARE INFORMATION RESOURCE,2017,368603
PO561535,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"INK CARTRIDGES, RECYCLED",596.1,2017-04-13T00:00:00.000Z,METROPOLITAN OFFICE PRODUCTS,2017,368604
PO559788,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"Classroom and Educational Furnishings and Equipment, Manufacturing Services",379.2,2017-03-06T00:00:00.000Z,Mt Library Services dba Junior,2017,368605
PO563079,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"Travel-Out, Travel Agency Fees",60,2017-05-19T00:00:00.000Z,COAST 2 COAST TRAVEL INC.,2017,368606
PO557248-V2,DEPARTMENT ON DISABILITY SERVICES,"CAREER FAIR, CONSTRUCTION",130000,2017-02-08T00:00:00.000Z,"CAPITAL CARE, INC.",2017,368607
PO558536,DEPARTMENT OF HEALTH,"Professional Services, Subcontractor and Contractor >25000",8140,2017-02-03T00:00:00.000Z,"Teletask, Inc.",2017,368608
PO558209,COUNCIL OF THE DISTRICT OF COLUMBIA,"6153301:ACCESSORIES, DESK",15.8,2017-01-27T00:00:00.000Z,LASER ART INC,2017,368609
PO562409,COUNCIL OF THE DISTRICT OF COLUMBIA,CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED),116734.16,2017-05-04T00:00:00.000Z,"CDW Government, Inc.",2017,368610
PO561881,DEPARTMENT OF FORENSICS SCIENCES,"2062065:BOARDS, SYNCHRONOUS, MAINFRAME COMPUTERS",7163.85,2017-04-21T00:00:00.000Z,"SUPRETECH, INC.",2017,368611
PO552288-V3,DEPARTMENT OF FORENSICS SCIENCES,9614000:Forensic Services,250000,2017-02-03T00:00:00.000Z,"RON SMITH & ASSOCIATES, INC.",2017,368612
PO560362,DEPARTMENT OF EMPLOYMENT SERVICES,9525900:Human Services (Not Otherwise Classified),2554,2017-03-17T00:00:00.000Z,Intellectual Point,2017,368613
PO561853,DEPARTMENT OF EMPLOYMENT SERVICES,PRINTER/COPIER/SCANNER COMBINATION,21945.4,2017-04-21T00:00:00.000Z,"MVS, Inc.",2017,368614
PO563213,OFFICE OF CHIEF TECHNOLOGY OFFICER,"2851065:RACKS, CABLE",52286.95,2017-05-24T00:00:00.000Z,"Networking For Future, Inc.",2017,368615
PO551587-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"CHARTER SERVICES, BUS",1365,2017-05-26T00:00:00.000Z,BATTLE'S TRANSPORTATION,2017,368616
PO562805,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"6453328:PAPER, COPY, 100% RECYCLED, CHLORINE FREE",14000,2017-05-12T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,368617
PO557840,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATIONAL TRAINING CONSULTANT SERVICES,6000,2017-01-18T00:00:00.000Z,Jennifer Azzariti,2017,368618
PO558882,DEPARTMENT OF BEHAVIORAL HEALTH,JANITORIAL SERVICES,42254.24,2017-02-13T00:00:00.000Z,Clean Team Janitorial Service,2017,368619
PO550290-V2,DEPARTMENT OF BEHAVIORAL HEALTH,9105960:PEST CONTROL SERVICES (INCL. TERMITE INSPECTION),340,2017-04-13T00:00:00.000Z,PEST SERVICES CO.,2017,368620
PO563699,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,442.5,2017-06-02T00:00:00.000Z,"Planet Depos, LLC",2017,368621
PO559671,DEPARTMENT OF GENERAL SERVICES,"2858070:POLE ACCESSORIES AND PARTS, STREET LIGHT",120610,2017-03-02T00:00:00.000Z,SWANN CONSTRUCTION INC.,2017,368622
PO560872,DEPARTMENT OF MOTOR VEHICLES,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,804,2017-03-29T00:00:00.000Z,"SUPRETECH, INC.",2017,368623
PO561794-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,"9204520:MAINTENANCE AND LICENSE AGREEMENT SERVICES, MICROCOMPUTER SOFTWARE",0,2017-05-04T00:00:00.000Z,NORSEMAN COMPUTER SYSTEMS,2017,368624
PO561139,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"SCISSORS, BANDAGE",59.47,2017-04-04T00:00:00.000Z,PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers,2017,368625
PO557431-V2,DEPARTMENT OF CORRECTIONS,"0359500:X-Ray Scanner, Passenger Baggage",0,2017-01-23T00:00:00.000Z,LEVEL 3 COMMUNICATIONS LLC,2017,368626
PO554268-V2,DEPARTMENT OF HUMAN SERVICES,"9713000:Hotel/Motel Accomodations (Incl. Lodges, Resorts, Bed/Breakfast Inns, etc.)",0,2017-03-17T00:00:00.000Z,Holiday Inn Express Washington DC NE,2017,368627
PO563116,OFFICE OF MUNICIPAL PLANNING,URBAN PLANNING CONSULTING,32482.51,2017-05-22T00:00:00.000Z,Washington Area Bicyclist Association,2017,368628
PO558121,OFFICE OF CHIEF TECHNOLOGY OFFICER,"2851065:RACKS, CABLE",1541.76,2017-01-25T00:00:00.000Z,Dupont Computers,2017,368629
PO552354-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,"2851065:RACKS, CABLE",52905.3,2017-05-31T00:00:00.000Z,SAIC_1,2017,368630
PO557239,OFFICE OF CHIEF TECHNOLOGY OFFICER,"9204520:MAINTENANCE AND LICENSE AGREEMENT SERVICES, MICROCOMPUTER SOFTWARE",2797.27,2017-01-04T00:00:00.000Z,DLT SOLUTIONS INC,2017,368631
PO560099-V3,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,45000,2017-05-04T00:00:00.000Z,"Obverse Corporation, Inc.",2017,368632
PO563126,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,9617800:Travel Agency Services,1180,2017-05-22T00:00:00.000Z,"TERRAPIN ADVENTURES, LLC",2017,368633
PO559560-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CATERING SERVICES,559.3,2017-04-04T00:00:00.000Z,GREAT AMERICAN CORP,2017,368634
PO559487,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"6453337:PAPER, COPIER, MULTI-PURPOSE",915,2017-02-27T00:00:00.000Z,"SKY,LLC DBA/US-OFFICE SOLUTION",2017,368635
PO557446,DEPARTMENT OF ENERGY AND ENVIRONMENT,FREIGHT SERVICES,100,2017-01-09T00:00:00.000Z,ATEC,2017,368636
PO561362,PUBLIC SERVICE COMMISSION,"AUDIO/VISUAL EQUIPMENT, INSTALLATION/REMOVAL SERVICES",6000,2017-04-10T00:00:00.000Z,"AAVISE Design, LLC",2017,368637
PO562545,DEPT. OF HOUSING AND COMM. DEVELOPMENT,"INSTALLATION AND REMOVAL SERVICES, BANNERS",139990,2017-05-05T00:00:00.000Z,HARGROVE INC,2017,368638
PO557540-V2,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,15,2017-03-13T00:00:00.000Z,NEAL R GROSS & CO INC,2017,368639
PO550146-V3,OFFICE OF THE ATTORNEY GENERAL,"9852700:Copy Machines, Digital Type, Rental or Lease",17415,2017-04-27T00:00:00.000Z,CANON FINANCIAL SERVICES,2017,368640
PO563350,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,100,2017-05-26T00:00:00.000Z,NEAL R GROSS & CO INC,2017,368641
PO559522,BOARD OF ELECTIONS,"Mailing, Postage and Shipping Services, Electronic",50000,2017-02-28T00:00:00.000Z,US POSTAL SERVICE,2017,368642
PO558038,MAYOR'S OFFICE ON LATINO AFFAIRS,"LABOR, MISCELLANEOUS",20000,2017-01-24T00:00:00.000Z,"LANGUAGE,ETC...",2017,368643
PO557612,INAUGURAL EXPENSES,Computer Software Manufacturing Services,30318.4,2017-01-11T00:00:00.000Z,"SUPRETECH, INC.",2017,368644
PO563417,COUNCIL OF THE DISTRICT OF COLUMBIA,"6153301:ACCESSORIES, DESK",225.9,2017-05-30T00:00:00.000Z,LASER ART INC,2017,368645
PO561159,DEPARTMENT OF GENERAL SERVICES,9582600:Construction Management Services,19230,2017-04-05T00:00:00.000Z,Lightbox/ Bluefin Partners,2017,368646
PO563075,DC PUBLIC LIBRARY,"9108146:WINDOW WASHING SERVICES, OFFICE BUILDINS, MULTI-STORIED",2247.36,2017-05-19T00:00:00.000Z,"ROJANI FAC MANAGEMENT, LLC",2017,368647
PO563012,DEPARTMENT OF TRANSPORTATION,"BRIDGE, CONSTRUCTION, AND INSPECTION FORMS TO INCLUDE BRIDGE FOUNDATION AND SOIL TEST PROGRAM FORMS",1000450,2017-05-18T00:00:00.000Z,FORT MYER CONSTRUCTION CORPORA,2017,368648
PO557567,DEPARTMENT OF HEALTH CARE FINANCE,"4108400:Tables, Treatment; and Accessories",5230000,2017-01-11T00:00:00.000Z,Not-For-Profit Hospital Corp.,2017,368649
PO560695-V2,DEPARTMENT OF HEALTH,9675700:Pharmaceutical Products (Incl. Drugs and Medicines),50000,2017-04-11T00:00:00.000Z,"GRUBBS PHARMACY OF DC, INC.",2017,368650
PO562692,OFFICE OF RISK MANAGEMENT,"ADMINISTRATIVE AND STAFF LEVEL SERVICES, SPECIALIZED",11939.76,2017-05-10T00:00:00.000Z,WALTON & GREEN CONSULTANTS,2017,368651
PO553130-V3,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,247044.6,2017-02-13T00:00:00.000Z,ADVANCED NETWORK CONSULTING,2017,368652
PO560826,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PASTRY SNACKS,120.9,2017-03-29T00:00:00.000Z,"SODEXHOMAGIC, LLC",2017,368653
PO563612,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"3187500:Tickets, Non-Magnetic",1504.49,2017-06-01T00:00:00.000Z,SIX FLAGS AMERICA LP,2017,368654
PO561694,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"Contracted Services, Travel, Transportation",250,2017-04-19T00:00:00.000Z,COAST 2 COAST TRAVEL INC.,2017,368655
PO560501,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,9247100:School Operation and Management Services,331.2,2017-03-22T00:00:00.000Z,American Business Supplies LLC,2017,368656
PO553128-V4,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,84290.08,2017-01-11T00:00:00.000Z,Information Unlimited Inc,2017,368657
PO560728-V2,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,9187400:Legal Consulting,20000,2017-03-30T00:00:00.000Z,VANESSA ONGUTI,2017,368658
PO559904,DEPT OF SMALL & LOCAL BUSINESS DEVELOPMT,9614400:Industrial Development and Planning Services,4000,2017-03-08T00:00:00.000Z,HISTORIC DUPONT CIRCLE MAINSTR,2017,368659
PO554231-V4,STATE SUPERINTENDENT OF EDUCATION (OSSE),9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,89384.96,2017-03-13T00:00:00.000Z,"OST, Inc.",2017,368660
PO558671,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL/TRAINING,6720,2017-02-08T00:00:00.000Z,"Pendergrast Alston Consulting Services, Inc",2017,368661
PO561623,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,12.5,2017-04-18T00:00:00.000Z,"OLENDER REPORTING, INC.",2017,368662
PO550133-V4,DEPARTMENT OF BEHAVIORAL HEALTH,9520738:DRUG AND ALCOHOL SCREENING TESTS,20000,2017-06-01T00:00:00.000Z,HILLCREST CHILDREN'S CENTER,2017,368663
PO558783,DEPARTMENT OF GENERAL SERVICES,MAINTENANCE AND INSPECTION SYSTEMS,500000,2017-02-10T00:00:00.000Z,PAIGE INDUSTRIAL SERVICES,2017,368664
PO562864,DEPARTMENT OF PARKS AND RECREATION,"8055135:GAMES, PLAYGROUND",184.14,2017-05-15T00:00:00.000Z,THE HAMILTON GROUP,2017,368665
PO562421-V4,DEPARTMENT OF HUMAN SERVICES,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,98131.84,2017-06-08T00:00:00.000Z,"COMPUTER AID, INC.",2017,368666
PO553861-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,150000,2017-06-09T00:00:00.000Z,"Baller Herbst Law Group, PC",2017,368667
PO559688,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CATERING SERVICES,25,2017-03-02T00:00:00.000Z,GREAT AMERICAN CORP,2017,368668
PO563241,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"7151037:BOOKS, LIBRARY",261.27,2017-05-24T00:00:00.000Z,MACKIN LIBRARY MEDIA,2017,368669
PO561467,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"LICENSE, APPLICATION SOFTWARE (MICROCOMPUTER)",0,2017-04-12T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,368670
PO557747-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,"Computers, Microcomputer, Handheld, Laptop and Notebook, Rental or Lease",61.58,2017-02-23T00:00:00.000Z,Dell Computer Corp.,2017,368671
PO560585,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,94035,2017-03-23T00:00:00.000Z,SAIC_1,2017,368672
PO559282,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,9611100:Chartering Services,450,2017-02-22T00:00:00.000Z,"Miles Away Charter, LLC",2017,368673
PO563558,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,9247100:School Operation and Management Services,71.61,2017-05-31T00:00:00.000Z,LASER ART INC,2017,368674
PO561065,METROPOLITAN POLICE DEPARTMENT,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,10551.6,2017-04-03T00:00:00.000Z,"COMPUTER AID, INC.",2017,368675
PO558165,DEPARTMENT OF FOR-HIRE VEHICLES,"9982900:Computers, Parts and Supplies",703.9,2017-01-26T00:00:00.000Z,Dell Computer Corp.,2017,368676
